Id,SalePrice
1461,120604.66186596439
1462,154522.74861155392
1463,177636.7656085887
1464,197318.97572124784
1465,192001.96783738417
1466,169477.9001140945
1467,172528.155652842
1468,165840.69326005323
1469,189100.974365319
1470,123643.98777628092
1471,182413.2077340546
1472,98667.57604902759
1473,95804.03946226704
1474,148184.1540892524
1475,116800.44103695384
1476,368321.1135760789
1477,252358.55361470723
1478,314460.81366681616
1479,321339.0725305574
1480,485943.30364636704
1481,341653.22217128624
1482,222616.63287210994
1483,166762.3449415934
1484,174436.76668601163
1485,190327.57586516495
1486,191614.3363765843
1487,333014.49472551036
1488,233160.5483121227
1489,195835.5884466138
1490,221909.94314975524
1491,193174.44416310688
1492,90084.69244830555
1493,190189.75053933793
1494,272284.0959436267
1495,278978.8265406129
1496,233025.01304021303
1497,176925.84390717174
1498,177139.2993483853
1499,165888.09179402818
1500,156575.52525327017
1501,173139.44603149104
1502,157711.1276539215
1503,267890.69928026217
1504,237666.52810246203
1505,222131.32178456252
1506,186534.56849547362
1507,235252.28162721914
1508,196683.5304686834
1509,170162.56624557113
1510,143963.49343919722
1511,141599.17704693592
1512,164429.85814362875
1513,149799.54792492618
1514,134487.92552979285
1515,203901.4620711627
1516,144922.15550129907
1517,160132.8408128079
1518,129573.6277270637
1519,204195.78135236958
1520,132832.17629843854
1521,132618.7634232134
1522,168614.82966853835
1523,114644.23052052365
1524,121806.68168336834
1525,120480.96387357083
1526,110921.87920804285
1527,110592.13950630598
1528,131631.61623133032
1529,155095.1586932938
1530,188082.05659912646
1531,114856.05401794682
1532,98815.34875273943
1533,139732.8603524311
1534,121666.48511012214
1535,148559.79865670542
1536,107968.31782479194
1537,71553.5012484291
1538,138525.69410715357
1539,185718.6974125756
1540,86913.0719104018
1541,145103.6354396638
1542,139024.9017308806
1543,197877.36813063605
1544,79228.34856962437
1545,109733.64940514132
1546,139903.9794036678
1547,135511.73561622453
1548,134490.71039704274
1549,119880.07979432991
1550,136393.66358618578
1551,102774.25253448308
1552,137836.70451060083
1553,136280.49887313877
1554,115371.45511883748
1555,166335.56653370959
1556,91204.97119605576
1557,95988.44807442286
1558,99415.30617054919
1559,88232.02529514408
1560,138457.51215787075
1561,116416.26478840929
1562,133378.7876583562
1563,119393.67474729149
1564,152701.60745808005
1565,146822.07071585438
1566,240213.59989848288
1567,80480.81412475658
1568,225184.7900121545
1569,125941.59811818102
1570,144700.76744257202
1571,116538.16773982756
1572,135957.66794837255
1573,231238.8155209931
1574,115244.69049933708
1575,217828.14928648947
1576,242918.58054831123
1577,198089.63019667432
1578,141939.01796989067
1579,139691.098524254
1580,198757.70310588897
1581,147149.24458073208
1582,131912.77335021272
1583,289384.6392542682
1584,223282.8401914517
1585,137916.13211849323
1586,74260.79358318663
1587,103097.75137631141
1588,146536.83842582395
1589,93460.32562255245
1590,135857.56376027846
1591,92675.72577249818
1592,120385.90177262841
1593,127737.4910817613
1594,143584.32775077934
1595,123402.97861111801
1596,238947.23380744155
1597,197751.98902945098
1598,222001.50990987633
1599,177916.17569640596
1600,170112.05871571152
1601,71217.6797898682
1602,109459.40166993324
1603,84230.22300525999
1604,265981.3792935762
1605,241631.15606715484
1606,170871.57066680252
1607,167872.91796411842
1608,219298.4638650965
1609,186926.05511467886
1610,150620.99465561943
1611,138589.59430807648
1612,174493.12764020218
1613,162915.79903558653
1614,119253.57703007807
1615,88251.43797692869
1616,78116.82540915991
1617,93274.96556922593
1618,131990.7675914644
1619,139190.42111473056
1620,188250.62146859994
1621,138129.8607527507
1622,138732.613051332
1623,262486.19355479267
1624,204746.81548412517
1625,116690.18391811021
1626,165022.77215374768
1627,187105.4901343709
1628,294198.4560649331
1629,191484.7885388962
1630,340526.9672224525
1631,220599.67346011964
1632,242606.94308267935
1633,180331.53486046442
1634,187394.60444521843
1635,180256.53090973618
1636,158816.1953954606
1637,183215.84120430582
1638,183629.40565924937
1639,183466.44284058484
1640,260303.4163340685
1641,178991.2926401254
1642,244838.84680059267
1643,219954.78694501898
1644,241704.71561502927
1645,195155.1706852457
1646,165675.73913554772
1647,163220.88586495077
1648,134217.91271627706
1649,142077.1069915736
1650,113126.20411703942
1651,126050.96319532585
1652,97651.52413955655
1653,103536.47873262234
1654,145874.9185246963
1655,142189.45452082975
1656,144906.1171620316
1657,150583.74448907463
1658,148279.54040952618
1659,126163.65535883655
1660,157806.75979684398
1661,449353.4006498653
1662,402454.45385477867
1663,371387.41392683494
1664,477459.3959527123
1665,309607.82291258185
1666,311464.2692243175
1667,384468.1981526574
1668,343619.36748835
1669,308471.2620659863
1670,337886.52961466357
1671,241128.59937430156
1672,415880.43408358254
1673,296739.54802575655
1674,239213.93691131164
1675,194375.59520744422
1676,184391.06282781585
1677,216404.52938673744
1678,444608.6805173943
1679,393599.4979946453
1680,345445.43217129796
1681,259058.77747309481
1682,299567.8006446535
1683,188703.89962358683
1684,181177.13642357348
1685,174929.09441025765
1686,178517.34818675896
1687,172628.31954452235
1688,188097.5408246343
1689,192826.33936321174
1690,195794.54939136584
1691,190373.06919584377
1692,272459.7723467706
1693,185668.89503330382
1694,186419.36797516048
1695,171509.3159055769
1696,265289.3192127221
1697,178148.50585757752
1698,339445.85756546113
1699,313106.9868141911
1700,246020.6838803154
1701,260985.8503269104
1702,244991.70387298224
1703,254248.19256110082
1704,264544.31179789535
1705,238220.7357298188
1706,417532.0372079673
1707,212143.67057535602
1708,206992.2171941183
1709,259947.88136622353
1710,228723.47255819454
1711,272382.0269081964
1712,259257.65088325855
1713,262681.40582834405
1714,216496.47573674493
1715,208968.9944145513
1716,177131.38669934595
1717,178493.66446793158
1718,135999.09676117764
1719,201786.96772218356
1720,235577.90090938404
1721,162098.53366408034
1722,128231.57518425804
1723,155225.32865040694
1724,211896.62960664352
1725,240278.554630096
1726,190746.61413163436
1727,153309.99308542546
1728,177466.2316915079
1729,176214.15763848042
1730,153466.316396799
1731,121844.01302408948
1732,130980.23025274166
1733,115673.64722763319
1734,123626.85226810888
1735,135021.3722118002
1736,117074.631046777
1737,303388.5524081101
1738,247134.10254928272
1739,256432.0474541344
1740,214164.88358341673
1741,180017.27856446797
1742,171911.56474657584
1743,177222.03654500452
1744,313267.0680808779
1745,205269.85031997133
1746,192059.60485892213
1747,218866.41791790968
1748,222130.66490665782
1749,152802.36006940648
1750,122011.34699472833
1751,240190.87638948567
1752,121992.98341652445
1753,141859.65280728327
1754,188747.27707225562
1755,163166.892929609
1756,128824.14377726939
1757,123325.08263399013
1758,147776.68428710275
1759,164664.04018588876
1760,162189.4654967888
1761,138426.38709436188
1762,176741.73849644692
1763,175867.5368707183
1764,121060.92076625524
1765,149961.15015558162
1766,170374.40367807413
1767,196853.13258167333
1768,139131.15506811737
1769,177280.8255684895
1770,152145.64113325527
1771,126496.38368426342
1772,131854.8406966279
1773,126800.79242717568
1774,142381.98797497206
1775,144390.2803828425
1776,122641.23704581532
1777,111506.15933513582
1778,137054.44523190433
1779,113465.22862168873
1780,177876.82300463904
1781,130573.5003199448
1782,89015.83226360954
1783,139478.7103497786
1784,101608.93766617542
1785,124868.88511232764
1786,142926.38212087724
1787,161357.32994672726
1788,59297.02085550685
1789,101664.70218030762
1790,83140.84155052452
1791,183009.1602946851
1792,150840.04709773354
1793,137618.2817638577
1794,155569.21243523387
1795,134018.661370828
1796,133324.69813780254
1797,110079.34389502334
1798,127309.9893314392
1799,112316.61667811914
1800,134060.50352699414
1801,128027.93717376841
1802,137240.15909703626
1803,148064.72231173774
1804,137911.75388637086
1805,138375.29703800404
1806,124375.7821672565
1807,122240.20166008119
1808,117304.76389560534
1809,111827.20769256193
1810,140948.57118699304
1811,89926.31641914029
1812,90808.1366743937
1813,126046.61535197194
1814,97066.72180025061
1815,57715.04675643427
1816,100134.2002136948
1817,106372.98628204552
1818,158461.48454128095
1819,126986.27443554108
1820,61839.19776733755
1821,109850.46203262228
1822,151914.2430941736
1823,46606.270558071075
1824,125557.10209153421
1825,133085.51144645916
1826,106125.91896312575
1827,98220.26867487203
1828,127680.44602298949
1829,115274.39256158331
1830,138262.47651133995
1831,149873.9148089424
1832,92831.14086649616
1833,127315.21004483273
1834,117860.20228728314
1835,117455.0831971534
1836,113180.44895867373
1837,80536.47602244516
1838,124991.72037536092
1839,101914.49964959317
1840,141234.70804846907
1841,131230.13340679894
1842,87992.11729050922
1843,129711.88958544243
1844,148278.65500531043
1845,136766.96053581458
1846,152031.7502237577
1847,166924.86717026716
1848,66754.21839365551
1849,111108.98416964614
1850,115974.79871109655
1851,145721.88679872354
1852,122963.03880356763
1853,127912.24795394996
1854,167762.4634710176
1855,164989.4261976591
1856,214616.73349082645
1857,138630.56656543387
1858,135707.5999984215
1859,119618.32310734797
1860,148167.3459635692
1861,118977.13849626295
1862,309258.3104972495
1863,297199.9855750953
1864,297054.69185684016
1865,340762.08014702465
1866,332625.9394565114
1867,226497.06646755856
1868,281307.5362908852
1869,203845.06117103552
1870,219668.76364563388
1871,272739.15453602356
1872,174897.86251256117
